

(sf2) (venv) lokia@lokia-system:/media/lokia/文档/JIANGCHAO/python project/Deep-SfM-Revisited$ conda search opencv
Loading channels: done
# Name                       Version           Build  Channel             
opencv                         4.5.5  py39ha5a2927_2  anaconda/pkgs/main  
opencv                         4.5.5  py39ha5a2927_2  pkgs/main           
opencv                         4.6.0 py310h1128e8f_3  anaconda/pkgs/main  
opencv                         4.6.0 py310h1128e8f_3  pkgs/main           
opencv                         4.6.0 py310hefb4dc4_0  anaconda/pkgs/main  
opencv                         4.6.0 py310hefb4dc4_0  pkgs/main           
opencv                         4.6.0 py310hefb4dc4_1  anaconda/pkgs/main  
opencv                         4.6.0 py310hefb4dc4_1  pkgs/main           
opencv                         4.6.0 py310hefb4dc4_2  anaconda/pkgs/main  
opencv                         4.6.0 py310hefb4dc4_2  pkgs/main           
opencv                         4.6.0 py311hba01205_3  anaconda/pkgs/main  
opencv                         4.6.0 py311hba01205_3  pkgs/main           
opencv                         4.6.0  py37h417a72b_3  anaconda/pkgs/main  
opencv                         4.6.0  py37h417a72b_3  pkgs/main           
opencv                         4.6.0  py37hd653453_0  anaconda/pkgs/main  
opencv                         4.6.0  py37hd653453_0  pkgs/main           
opencv                         4.6.0  py37hd653453_1  anaconda/pkgs/main  
opencv                         4.6.0  py37hd653453_1  pkgs/main           
opencv                         4.6.0  py37hd653453_2  anaconda/pkgs/main  
opencv                         4.6.0  py37hd653453_2  pkgs/main           
opencv                         4.6.0  py38h417a72b_3  anaconda/pkgs/main  
opencv                         4.6.0  py38h417a72b_3  pkgs/main           
opencv                         4.6.0  py38hd653453_0  anaconda/pkgs/main  
opencv                         4.6.0  py38hd653453_0  pkgs/main           
opencv                         4.6.0  py38hd653453_1  anaconda/pkgs/main  
opencv                         4.6.0  py38hd653453_1  pkgs/main           
opencv                         4.6.0  py38hd653453_2  anaconda/pkgs/main  
opencv                         4.6.0  py38hd653453_2  pkgs/main           
opencv                         4.6.0  py39h417a72b_3  anaconda/pkgs/main  
opencv                         4.6.0  py39h417a72b_3  pkgs/main           
opencv                         4.6.0  py39hd653453_0  anaconda/pkgs/main  
opencv                         4.6.0  py39hd653453_0  pkgs/main           
opencv                         4.6.0  py39hd653453_1  anaconda/pkgs/main  
opencv                         4.6.0  py39hd653453_1  pkgs/main           
opencv                         4.6.0  py39hd653453_2  anaconda/pkgs/main  
opencv                         4.6.0  py39hd653453_2  pkgs/main 
